STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00094728,"NY CITY CENTRAL PARK, NY US",10/13/2019,2.01,0,0,0,,67,53
USW00094728,"NY CITY CENTRAL PARK, NY US",10/14/2019,4.03,0,0,0,,72,58
USW00094728,"NY CITY CENTRAL PARK, NY US",10/15/2019,2.91,0,0,0,,64,51
USW00094728,"NY CITY CENTRAL PARK, NY US",10/16/2019,6.49,1.83,0,0,,66,52
USW00094728,"NY CITY CENTRAL PARK, NY US",10/17/2019,11.63,0,0,0,,57,51
USW00094728,"NY CITY CENTRAL PARK, NY US",10/18/2019,8.72,0,0,0,,58,47
USW00094728,"NY CITY CENTRAL PARK, NY US",10/19/2019,2.68,0,0,0,,60,43
USW00094728,"NY CITY CENTRAL PARK, NY US",10/20/2019,4.47,0.54,0,0,,59,49
USW00094728,"NY CITY CENTRAL PARK, NY US",10/21/2019,4.03,0,0,0,,67,51
USW00094728,"NY CITY CENTRAL PARK, NY US",10/22/2019,4.47,0.57,0,0,,63,55
USW00094728,"NY CITY CENTRAL PARK, NY US",10/23/2019,6.26,0.01,0,0,,65,54
USW00094728,"NY CITY CENTRAL PARK, NY US",10/24/2019,3.13,0,0,0,,67,50
USW00094728,"NY CITY CENTRAL PARK, NY US",10/25/2019,2.91,0,0,0,,65,52
USW00094728,"NY CITY CENTRAL PARK, NY US",10/26/2019,3.36,0.01,0,0,,63,52
USW00094728,"NY CITY CENTRAL PARK, NY US",10/27/2019,4.92,1.38,0,0,,67,55
USW00094728,"NY CITY CENTRAL PARK, NY US",10/28/2019,3.58,0,0,0,,63,55
USW00094728,"NY CITY CENTRAL PARK, NY US",10/29/2019,4.03,0.07,0,0,,59,54
USW00094728,"NY CITY CENTRAL PARK, NY US",10/30/2019,3.13,0.06,0,0,,63,58
USW00094728,"NY CITY CENTRAL PARK, NY US",10/31/2019,5.14,0.54,0,0,,71,60
USW00094728,"NY CITY CENTRAL PARK, NY US",11/1/2019,9.4,0.11,0,0,,71,42
USW00094728,"NY CITY CENTRAL PARK, NY US",11/2/2019,3.8,0,0,0,,53,40
USW00094728,"NY CITY CENTRAL PARK, NY US",11/3/2019,4.92,0,0,0,,54,42
USW00094728,"NY CITY CENTRAL PARK, NY US",11/4/2019,3.13,0,0,0,,56,41
USW00094728,"NY CITY CENTRAL PARK, NY US",11/5/2019,2.91,0,0,0,,61,51
USW00094728,"NY CITY CENTRAL PARK, NY US",11/6/2019,4.92,0,0,0,,54,45
USW00094728,"NY CITY CENTRAL PARK, NY US",11/7/2019,4.7,0.1,0,0,,57,41
USW00094728,"NY CITY CENTRAL PARK, NY US",11/8/2019,7.61,0,0,0,,41,29
USW00094728,"NY CITY CENTRAL PARK, NY US",11/9/2019,3.13,0,0,0,,41,27
USW00094728,"NY CITY CENTRAL PARK, NY US",11/10/2019,3.8,0,0,0,,51,38
USW00094728,"NY CITY CENTRAL PARK, NY US",11/11/2019,2.46,0,0,0,,62,46
USW00094728,"NY CITY CENTRAL PARK, NY US",11/12/2019,9.4,0.04,0,0,,57,25
USW00094728,"NY CITY CENTRAL PARK, NY US",11/13/2019,5.37,0,0,0,,34,23
USW00094728,"NY CITY CENTRAL PARK, NY US",11/14/2019,4.25,0,0,0,,45,28
USW00094728,"NY CITY CENTRAL PARK, NY US",11/15/2019,4.25,0,0,0,,51,37
USW00094728,"NY CITY CENTRAL PARK, NY US",11/16/2019,10.29,0,0,0,,42,31
USW00094728,"NY CITY CENTRAL PARK, NY US",11/17/2019,10.51,0,0,0,,43,30
USW00094728,"NY CITY CENTRAL PARK, NY US",11/18/2019,6.04,0.48,0,0,,42,37
USW00094728,"NY CITY CENTRAL PARK, NY US",11/19/2019,4.47,0.18,,0,,48,40
USW00094728,"NY CITY CENTRAL PARK, NY US",11/20/2019,5.14,0,0,0,,49,40
USW00094728,"NY CITY CENTRAL PARK, NY US",11/21/2019,4.47,0,0,0,,53,39
USW00094728,"NY CITY CENTRAL PARK, NY US",11/22/2019,7.38,0.07,0,0,,53,38
USW00094728,"NY CITY CENTRAL PARK, NY US",11/23/2019,4.25,0.03,0,0,,45,34
USW00094728,"NY CITY CENTRAL PARK, NY US",11/24/2019,8.05,0.9,0,0,,46,40
USW00094728,"NY CITY CENTRAL PARK, NY US",11/25/2019,5.14,0,0,0,,53,39
USW00094728,"NY CITY CENTRAL PARK, NY US",11/26/2019,4.25,0,0,0,,61,44
USW00094728,"NY CITY CENTRAL PARK, NY US",11/27/2019,4.25,0.04,0,0,,59,49
USW00094728,"NY CITY CENTRAL PARK, NY US",11/28/2019,11.41,0,0,0,,53,37
USW00094728,"NY CITY CENTRAL PARK, NY US",11/29/2019,6.26,0,0,0,,40,30
USW00094728,"NY CITY CENTRAL PARK, NY US",11/30/2019,4.25,0,0,0,,43,31
USW00094728,"NY CITY CENTRAL PARK, NY US",12/1/2019,9.84,0.62,0,0,,39,30
USW00094728,"NY CITY CENTRAL PARK, NY US",12/2/2019,8.5,0.48,1.3,0,,37,31
USW00094728,"NY CITY CENTRAL PARK, NY US",12/3/2019,7.16,0.02,0.3,1.2,,36,30
USW00094728,"NY CITY CENTRAL PARK, NY US",12/4/2019,5.37,0,0,0,,39,32
USW00094728,"NY CITY CENTRAL PARK, NY US",12/5/2019,9.4,0,0,0,,42,36
USW00094728,"NY CITY CENTRAL PARK, NY US",12/6/2019,7.38,0,0,0,,50,34
USW00094728,"NY CITY CENTRAL PARK, NY US",12/7/2019,6.93,0,0,0,,38,30
USW00094728,"NY CITY CENTRAL PARK, NY US",12/8/2019,2.68,0,0,0,,46,28
USW00094728,"NY CITY CENTRAL PARK, NY US",12/9/2019,4.47,1.57,0,0,,55,42
USW00094728,"NY CITY CENTRAL PARK, NY US",12/10/2019,6.93,0.13,0,0,,58,39
USW00094728,"NY CITY CENTRAL PARK, NY US",12/11/2019,6.26,0.26,0.2,0,,40,31
USW00094728,"NY CITY CENTRAL PARK, NY US",12/12/2019,4.7,0,0,0,,36,26
USW00094728,"NY CITY CENTRAL PARK, NY US",12/13/2019,5.82,0.81,0,0,,48,33
USW00094728,"NY CITY CENTRAL PARK, NY US",12/14/2019,6.04,1.16,0,0,,56,45
USW00094728,"NY CITY CENTRAL PARK, NY US",12/15/2019,9.62,0,0,0,,49,37
USW00094728,"NY CITY CENTRAL PARK, NY US",12/16/2019,3.8,0.1,0,0,,37,33
USW00094728,"NY CITY CENTRAL PARK, NY US",12/17/2019,8.72,0.9,0,0,,35,32
USW00094728,"NY CITY CENTRAL PARK, NY US",12/18/2019,8.95,0.03,0.7,0,,36,21
USW00094728,"NY CITY CENTRAL PARK, NY US",12/19/2019,10.51,0,0,0,,25,16
USW00094728,"NY CITY CENTRAL PARK, NY US",12/20/2019,6.04,0,0,0,,33,22
USW00094728,"NY CITY CENTRAL PARK, NY US",12/21/2019,2.91,0,0,0,,35,23
USW00094728,"NY CITY CENTRAL PARK, NY US",12/22/2019,4.7,0,0,0,,46,30
USW00094728,"NY CITY CENTRAL PARK, NY US",12/23/2019,4.7,0,0,0,,57,41
USW00094728,"NY CITY CENTRAL PARK, NY US",12/24/2019,5.82,0,0,0,,47,36
USW00094728,"NY CITY CENTRAL PARK, NY US",12/25/2019,3.58,0,0,0,,47,32
USW00094728,"NY CITY CENTRAL PARK, NY US",12/26/2019,5.82,0,0,0,,46,36
USW00094728,"NY CITY CENTRAL PARK, NY US",12/27/2019,4.47,0,0,0,,54,46
USW00094728,"NY CITY CENTRAL PARK, NY US",12/28/2019,4.03,0,0,0,,51,43
USW00094728,"NY CITY CENTRAL PARK, NY US",12/29/2019,4.92,0.25,0,0,,44,39
USW00094728,"NY CITY CENTRAL PARK, NY US",12/30/2019,12.75,0.74,0,0,,41,37
USW00094728,"NY CITY CENTRAL PARK, NY US",12/31/2019,5.14,0.02,0,0,,45,36
